lineId,vehiclePositions
12,"{'directionId': '9600', 'distanceFromPoint': 0, 'pointId': '9600'}"
12,"{'directionId': '1780', 'distanceFromPoint': 0, 'pointId': '9600'}"
12,"{'directionId': '1780', 'distanceFromPoint': 0, 'pointId': '9600'}"
